client_id	path	sentence	up_votes	down_votes	age	gender	accent
609c23837aecb8f6dc80bb0a62696f36458c6d55571bbe134022c809cefd28cc0eb85d287323a034a34ca94739eb15c9358f6c3d92ed1d09b8011d75a93c422f	bac3e4ed6dea033d04174658e8260296c5362e9d645150f86e35b53d04927f1af534dda4cb2678f024ce7f9617f35fc3d9909d332a0cc65459e73b8cc0026ac0	Book a restaurant reservation in North Dakota	2	0			
609c23837aecb8f6dc80bb0a62696f36458c6d55571bbe134022c809cefd28cc0eb85d287323a034a34ca94739eb15c9358f6c3d92ed1d09b8011d75a93c422f	2dcc39c6a444f9c30b64d79020527a140318d1fb6ee3079336356fc87ad7dc44df92bbaab72e938d40b2a7b74920d0b185f2ea728f01966b495fbad7997e17cf	Add ramble on to Halloween Teens	3	1			
609c23837aecb8f6dc80bb0a62696f36458c6d55571bbe134022c809cefd28cc0eb85d287323a034a34ca94739eb15c9358f6c3d92ed1d09b8011d75a93c422f	1afdbe56a16c841507dac2cf6422a42cd595fb638fadc6d9b4954b127c5d34cc86eb70bc2d05f6dad47fc2edc58cdd8d04e7fbfbf6bf5559d428568d13a6505f	Is it cold here?	2	0			
6b409b70f4c26ab046855c1c5e0652d48bbd8de4902e2ef6336b6b516ecb0e51060ca4cfcec630cd4dd0d4c8fccd1a71bbd091b1e82e7aba13f6af947bc7d23d	f0274fd874aa1bf4a74c831361946ba555e96fb0ee6c3b576e237645e03d59745e1d2e03f83c6718f4dd94f325721e28a74ef78112b1d308e88fa8b6008892f0	Two men dressed in dark orange coverings and sandals stand near a large reflective sculpture.	2	1	teens	male	us
6b409b70f4c26ab046855c1c5e0652d48bbd8de4902e2ef6336b6b516ecb0e51060ca4cfcec630cd4dd0d4c8fccd1a71bbd091b1e82e7aba13f6af947bc7d23d	4b1bbb83d9cc1e3b6d9c390cc6002c796ddba84cdc2cbd38f1613ce99c0a532f98848040066847ef0b1cbcacf96b52f6f18eec72a17e2eebaa655f11ca589f0a	People practicing yoga in the park.	3	1	teens	male	us
6d9114946e5219cce0642f868d67d9a467fda89f7cc09a9dbd2c28fb23f68a58ab9ea312caafa92f0db9eb81e9c30397dc73bbf53bb999a8f116b6bfbc225bea	204638056527573ea963ffffc5318367c79c9e8eecf56b14e3ef45848613a2cd71a07741aa54ba79c4e890f91b1fe2f2bb9eb08f5d97c6d99046d5168d312a67	Verifying reports was one of her jobs.	2	0			
6d9114946e5219cce0642f868d67d9a467fda89f7cc09a9dbd2c28fb23f68a58ab9ea312caafa92f0db9eb81e9c30397dc73bbf53bb999a8f116b6bfbc225bea	510eb167ca43ac170760436027269c8a1e2eb7e117d0e2d6df9acf3081533646167146af88dc203ce75ab04fdf1a45fce1706afb173978b160098175d294eeb2	You should see it.	3	0			
6dc73af094fc95e795ab46dc4f99bb68d74ec84a7895d4660305d1d705348398c590beec0f4201317f08a103b4dbbb9f50c1458e7798472f1d90c918f1123fd4	47bf98aa1fb2eaaef27b8fbb66389e65d122848444a2d8d9f1dd718ec09c2edaab041b9417ac2ec2305150aab3eafe7d91894877029fb5b8dd6bbbe476ddb14f	"There's a thread in their forums complaining about this."	3	1	twenties	female	us
6de9762393daddfd5b17b1afdf401a2c9a1ab2e4d472189ab123e993489757e596309f31b62d625bdec538ac22501fb2afc59b0e8cc4228a7d8087aebdf63fbb	e469ca95df92228dc84ad1cff0850d4473b7565a233a00d1518af3fb3dc4467d619f86ee2d3d224259ec94ec9bde76822c3eed9764c56ee027948a81752caba3	A man with thick black rimmed glasses and a guitar sitting out on the sidewalk.	2	0	teens	male	
6de9762393daddfd5b17b1afdf401a2c9a1ab2e4d472189ab123e993489757e596309f31b62d625bdec538ac22501fb2afc59b0e8cc4228a7d8087aebdf63fbb	bdceb26b643e147004bc79134ee04efd6079cb05359523e11a1350a146755ae221bdc06737c9b41d0937034d00c90655dd92c801072aef01fecfb8041e051f45	A man in a brown hat is helping a man with no hair up off the ground.	2	0	teens	male	
6de9762393daddfd5b17b1afdf401a2c9a1ab2e4d472189ab123e993489757e596309f31b62d625bdec538ac22501fb2afc59b0e8cc4228a7d8087aebdf63fbb	584974ab045e1611e8c726b84abb728b93f15e2ec6545fe9fecc54066cb05b53255fda1bf08bda13825a42e9c0cda5c625245dbbd7178438f9f5000282874f4f	A group of children dressed for halloween stand in line with the exception of one girl.	2	1	teens	male	
6de9762393daddfd5b17b1afdf401a2c9a1ab2e4d472189ab123e993489757e596309f31b62d625bdec538ac22501fb2afc59b0e8cc4228a7d8087aebdf63fbb	7b41f9ebd8b0cd852a139951609e6817b7cf9be5b4a3807ce15c5bbad7dca6008104e3457f128ceede673bee2a1e3d0d3a750165803bf24ac9cb93d7af6d6705	A lady wearing a green shirt with long hair is doing a purple manicure.	2	0	teens	male	
6de9762393daddfd5b17b1afdf401a2c9a1ab2e4d472189ab123e993489757e596309f31b62d625bdec538ac22501fb2afc59b0e8cc4228a7d8087aebdf63fbb	aabac9faabd62f27a1294426c899b851d03051158770a6898563e6ea3ac3fadc7ec57f0cea685ef725a9b733e89981b7426cd81c77e6d17b8b5d03588b7b7311	Hoist the load to your left shoulder.	2	0	teens	male	
6de9762393daddfd5b17b1afdf401a2c9a1ab2e4d472189ab123e993489757e596309f31b62d625bdec538ac22501fb2afc59b0e8cc4228a7d8087aebdf63fbb	5201ce033537317d47306077c28f388738ccd730e9420c9077f54700fbc947faa868bfeb2ffe66d04cb64adb63d1f6f2a3b1d48786759400d60ed1c806c081c0	A man sits on a horse with mountains in the background.	2	1	teens	male	
6fb0483a6bdeca1fa824e5dbaa4fae0f737793f2389decd4a8283ed32d365bc93639c9d16e5ec3b346f02fbea8e77aee363907c801aa5e4bd20c927a0b335dd8	08e0326adb28d1f5fcbb060270cc45b552be912e51e037784e0d9b475015fa708151b6a61f321a2c99a6157444d3ff17367f17d948a7998c1a432601e35e348c	Oh, it’s not such a big deal right away.	3	1	teens	female	indian
6ff54bf7e62fbfd7ecfef2bd1e7c7de78a49d4a18660bb8df0a894f60825e28f3e742f9309632aef4c7f6dd41bf7f76e346b5004acd17b4411d2cbc6b4306d33	a85bd3eed044555b9a6933303b9563282ab2620b1fc65da656cb7516f7635c220eedb9db5cf4423595fda42cf64cb2b37a48c1c985bb3a2400d5e7fc47f09f95	"Don't drink too much in front of your boss."	2	0			
7227ab9b61dc84edc5dfa01ca8103700ff5fbbb9b83974c01bb79609142a8050ff5c81522081edffdf3e5c3172adfb67024ccd3fbb9c42589484d1c8297fecf8	6e1feb9ae9f747769f5b70c2496f5c45643f6859285ebfb4158fac343acc1507770d70f7d5da6858ffc165439e4e6d53cac2baf1c7442514bd7eafe5bbaaaff3	Find the schedule for Grand Canyon Trail.	2	0			
7227ab9b61dc84edc5dfa01ca8103700ff5fbbb9b83974c01bb79609142a8050ff5c81522081edffdf3e5c3172adfb67024ccd3fbb9c42589484d1c8297fecf8	02dfa9c20e1d01bfb1d46fd789115eb66573641483f23faf8da37b4a6a7adb1c77eea87aa6f5a9ee14bac2572abb2d2184a04126c279769affd3979b5c324da7	book me and my grandparents a restaurant in Saint Helens South Dakota	2	0			
743463618f6bb8cf8ee8c7f41ae5664a1f71427a6b03936d3b9554249337e44a9fb508fa38a3139452f035ac020a304b3f0cb9a745d7131d56d7e796c3f81994	be09d571278d338d7319f4f3243ea051e3c18a23fcc6779e5db8a13989d21ca4ed07732e384a6888d8cbad8786f671be2b9b3f0281cc8c0a7ae2e691f104464d	An employee checking conditions of a liquid.	2	0			
743463618f6bb8cf8ee8c7f41ae5664a1f71427a6b03936d3b9554249337e44a9fb508fa38a3139452f035ac020a304b3f0cb9a745d7131d56d7e796c3f81994	4f708c115c3c1669538982e94d79c5d1cc61af8f33bc41ffedd59da4daa8e18058f79cd7c809d4b81ccbcabb4b669b6b60b78d7c718ba293b644c96321134d89	Four men are walking up a steep rural road.	2	0			
743463618f6bb8cf8ee8c7f41ae5664a1f71427a6b03936d3b9554249337e44a9fb508fa38a3139452f035ac020a304b3f0cb9a745d7131d56d7e796c3f81994	bd79fc1c1c7097f899d7937691edf8a3955bbb7bf5d4b9ee69caf0a9392b0cfbc6531634dfcf8fa570bcd17253227a79ad7b3dfc351b5cf667bacc0148c1aa92	A young Asian woman getting some ice cream from a self serve dispensing machine.	2	0			
743463618f6bb8cf8ee8c7f41ae5664a1f71427a6b03936d3b9554249337e44a9fb508fa38a3139452f035ac020a304b3f0cb9a745d7131d56d7e796c3f81994	98b08fc2c1a2fd90ba24ddebfadc477545623f90103f6d6fe6107b4753d1e4e106d6d87e1f23276c33c93c3f88720f6ab01d4fd460d999a4adbec482e86a0804	There is a tall, rainbow striped structure in front of a tall building.	2	0			
743463618f6bb8cf8ee8c7f41ae5664a1f71427a6b03936d3b9554249337e44a9fb508fa38a3139452f035ac020a304b3f0cb9a745d7131d56d7e796c3f81994	22f7b545b1e76d17ac9b33dc5b64b7965c4d618e3da16c1add4b69dbdaf2f99093c01c1851fe3a25f68de526b411bcb87a1a83c569f2ca20f64b31ff92fffd57	a football player wearing an orange jersey holding a football	2	0			
743463618f6bb8cf8ee8c7f41ae5664a1f71427a6b03936d3b9554249337e44a9fb508fa38a3139452f035ac020a304b3f0cb9a745d7131d56d7e796c3f81994	b1199c943f9a5248a2cda79b37b3e87edc6d6d17f3b6772939bc0e088181358323081c5037ad60e0d8ee5dc5e37b30ca0cee9a152725e01331cda344f49105de	Several kids are sitting down and holding basketballs	3	0			
743463618f6bb8cf8ee8c7f41ae5664a1f71427a6b03936d3b9554249337e44a9fb508fa38a3139452f035ac020a304b3f0cb9a745d7131d56d7e796c3f81994	acc90bab5a9f40f1eb8db7eee80c3c780b756ef2f0e01b827d3a10dcef440c830c4dddc42f64a419680926e66994dba73d5ecfaca36dc1199026c787263d569f	two people are dragging a yellow raft into a river.	2	0			
743463618f6bb8cf8ee8c7f41ae5664a1f71427a6b03936d3b9554249337e44a9fb508fa38a3139452f035ac020a304b3f0cb9a745d7131d56d7e796c3f81994	fa79659bfd4a90e353a85904433630b76cd3508ad0386c98ebde97b33c076220315413b115a8b5379115f5ff2a7767a1c3ac5730652cda7bb5d2ea3ae896a208	A man is roping a bull in a rodeo while others in cowboy hats watch.	2	0			
743463618f6bb8cf8ee8c7f41ae5664a1f71427a6b03936d3b9554249337e44a9fb508fa38a3139452f035ac020a304b3f0cb9a745d7131d56d7e796c3f81994	7c64f86faa058f3b5d957a48f70b2bc4f03b9d9e5388c5bd9c856b70771b21057cc1394ef6b439839de41cc86843c894b1696c9d07c439c9ef4bd1a225cd4768	Two boys running in a giant metal wheel.	2	0			
743463618f6bb8cf8ee8c7f41ae5664a1f71427a6b03936d3b9554249337e44a9fb508fa38a3139452f035ac020a304b3f0cb9a745d7131d56d7e796c3f81994	3229c0ecf2b783ad2047cb3dd792638c93b3262c83496d6141fc99ebcc22c1671f44e609a98cdf471090594a7c3e6601c091cd664120073e8b2e3115c275b25d	Two older people drinking coffee outside.	2	0			
7927bc1e1574d879950e2fbd35e09bd5e6c739742e229d5cc5cc0e0bc649a14d2b2ca6fc8c1ee7d43761f99728a3ea3f72913ff7a937ff6664e40d2ef963b886	eb7b2999d0e2da011286bd6574c98f71726257bb66b84fdcc84d60afb509564b4d663ae11182e70f3ef3ff7ced99b41e1fe51d15e5e73ebe2a14eb796debfdc7	I think we should go.	2	0	twenties	male	canada
7955dac58914f9f28b894d202e0405e310a3e038f2ce16b57e77b9354381062b40ff50bc07a29b91abc1a7aa26d4e8b410d9daca02ac362fef689c9e83f60086	8a24840f87959046b6569ea21157e12a1b9b6cf75932112425764ecdb9c693cf72369d526584404ae55906dc4ec17bbb1db3de93141169fe3228a92672d38042	"That's what killed him."	3	0	thirties	male	
7c2c16da93b170ff5027240f1a73890ca0c206ccca059b779d388f6200bc30e72d8910ef509fb3ed690b252ea6a49be7bdce7b7ca216ab9876f340cfc56f6fd0	746c04cf0b606bf9ade70c4186263f0bc38ab214a3e8be1e24c056fccd6ae2e343a78619700e4fb6e294c15b65af9cec9edee6e254ce5e284a683707c66741f4	If the problem is a variable or function with multiple misrecognized words, add the whole phrase to your vocabulary.	2	0			
817d4e77b3aedd9fc45be839b84449d9b5f2353d2ce94180fe09f2b4cea48f170a9b57292cdde1c1da96b6766df6626f078c42500f9aaa496366d8d3913f7bc9	0e926648e846bb852388953173a7b6e7e50fc9c8d69981f45cf7d37dd38fe1c01b420fc593c376721a66d51499b0b96aa8498ba31a5b40a26c40428f835697a4	"I'm as much a prisoner as you."	2	0			
822e9a9c99f913857132068b5a2748c89bbe8438d69f72e2f371f70550e3f4cbd45835fafbf5464642b95c1d9be12cb51b1263444bccc543aa90ac2086a5b4b9	f753300ec4f26c72a66d6e3effb8320bcb3ae1e18d3cd0224794ccd4815fac42c718b505bd9576736426efb4a914fc48926680d8ded65d3de44551fdca0fd64c	The women took turns building a tall stable pile of rocks.	3	0			
83deebb59b70c861ecfb2a69dbf3647814f4b70e0e1cae9e73540771e40d2ba3ca0091540c1ba3b3b7ccf02fe741bf8644c6a4ce4f9437268c3bfa557d3ffc5e	1d65b8bea0a8e0646e0d1266879850ad57d67c2244ff9b33e8b3c41bf530a79e643f3a13c7f503a32860626ddde60b35726756d8997ea659732a750f32181dba	Worse and worse	2	0			
87593005390649df6604a743e41ee434804fccac93a51ccf46dce045e7320149e8d477dbfe772a3f068a8c364702727c6240b30810ca23877764ec73263ea658	9dd35c4e8642f15db37cda322bb52587019acb30ebf15d1d976e0ccb3a8f759898553054f0976bd1c66f59b33458fc5a4e2ea041b482bc1122fd205da15421f8	Add this track to the Sin Ti playlist	3	0			
87593005390649df6604a743e41ee434804fccac93a51ccf46dce045e7320149e8d477dbfe772a3f068a8c364702727c6240b30810ca23877764ec73263ea658	c85a4e9ef581eafc66dddc673a0033aafa50d44866bbf6ee0dee9beb0d4e661bcebcb3ba863fba59411bec1f86e15960b1e7f5a71d02d5146bb4db6385e5fbe3	table for five at Space Aliens Grill & Bar in FM	2	0			
8c2978de51ca4f5cf2dabdb73d9db032f03b8010f4494a8653bf298be334ee79350a21d3ffb37d4cc0ecf97d73fbbbf8007c3a1d1e6b139faeb4a6d5ef67482e	5df731767d368179f57cd67e4b15e97f471956855bf692565dc271c768cef486b5e488d7744e66f7489d84965e0498f0cca2e820bde0a1b1a9f13555fcd47cfd	This child is holding red white and blue balloons	2	0	twenties	male	canada
8c2978de51ca4f5cf2dabdb73d9db032f03b8010f4494a8653bf298be334ee79350a21d3ffb37d4cc0ecf97d73fbbbf8007c3a1d1e6b139faeb4a6d5ef67482e	3246d4c6818e665de795826dcff23d15352eec5f2a58fcf19d628db62fed7da011b85613beea4bd6055a36a373042dfc38425e767b3d0a9b7aa6c610fbea9686	The brown dog is jumping a hurdle over a yellow and black pole	3	0	twenties	male	canada
8c2978de51ca4f5cf2dabdb73d9db032f03b8010f4494a8653bf298be334ee79350a21d3ffb37d4cc0ecf97d73fbbbf8007c3a1d1e6b139faeb4a6d5ef67482e	d7517b02a7dad1c9e326c2238c37e33ea80dc78c7abe69a401fa2a592eb04f6ace0a277e4feb765f71bfade49dbaf043b02766ce3fb09ad99c42de9896a7f149	A leashed dog is in the backyard of someone s home	2	0	twenties	male	canada
8c2978de51ca4f5cf2dabdb73d9db032f03b8010f4494a8653bf298be334ee79350a21d3ffb37d4cc0ecf97d73fbbbf8007c3a1d1e6b139faeb4a6d5ef67482e	3b6c768b4f17e078eaab9902698067c22f3aac38f98dba0fc50ebaeeec1f2372de856c0f4316cf990e72649f4a3ddd51e41020451d3567fb3a7402d240826808	A bride and groom having their pictures taken at the top of the stairs	2	0	twenties	male	canada
8c2978de51ca4f5cf2dabdb73d9db032f03b8010f4494a8653bf298be334ee79350a21d3ffb37d4cc0ecf97d73fbbbf8007c3a1d1e6b139faeb4a6d5ef67482e	a75be13f26ce4d0b22891b6ae099fbe85b5c5b0ec9f7e2467cc679de422bb4dacef103b095a7a0a1e2dcd47f7789239a5ed63215c65e9ddd0d7037f48a63628a	A blue white and yellow painted rail car stopped at a station with people getting on	3	0	twenties	male	canada
8c2978de51ca4f5cf2dabdb73d9db032f03b8010f4494a8653bf298be334ee79350a21d3ffb37d4cc0ecf97d73fbbbf8007c3a1d1e6b139faeb4a6d5ef67482e	07d8773d1a42183cff05757115cdf406401557645d717b20069d349807354434d2a64029600668d49321400d0616b81a863e73aebd0d2771f16a148e2eabdf17	A young boy wearing blue pajamas and yellow glasses leaping into the air	3	0	twenties	male	canada
8c2978de51ca4f5cf2dabdb73d9db032f03b8010f4494a8653bf298be334ee79350a21d3ffb37d4cc0ecf97d73fbbbf8007c3a1d1e6b139faeb4a6d5ef67482e	48868bd8eaa1fd52015b11d90588028ff44c2a8803cc606425aca836a172acd7d1354abdaed09d1c66136449f3cd23c86844e9d902fcb07420e55c75784a3892	A woman gives the thumbs up over the slope	2	0	twenties	male	canada
8c2978de51ca4f5cf2dabdb73d9db032f03b8010f4494a8653bf298be334ee79350a21d3ffb37d4cc0ecf97d73fbbbf8007c3a1d1e6b139faeb4a6d5ef67482e	08a7d200f99354aa1ac75819ffca865105dd9d57a5142562bdeba2e381c5ea1c2cba97ebb2950b53d058667c33769fbc7f7f85f4fc4edd050d7fd2504732551a	A man is sitting with a cup of coffee reading a newspaper	3	0	twenties	male	canada
8c2978de51ca4f5cf2dabdb73d9db032f03b8010f4494a8653bf298be334ee79350a21d3ffb37d4cc0ecf97d73fbbbf8007c3a1d1e6b139faeb4a6d5ef67482e	b0ea7532157ce28c15285574bc1df6053fc4499aa418675a217fb2c3474b10b7e0eb8463dbbbcfadc8044df12c8a5584e1078cc5496d0d58a2075a3f60f1d3d9	A large group of people inside a van	3	0	twenties	male	canada
8c2978de51ca4f5cf2dabdb73d9db032f03b8010f4494a8653bf298be334ee79350a21d3ffb37d4cc0ecf97d73fbbbf8007c3a1d1e6b139faeb4a6d5ef67482e	b26d5d06ea1a7637b3fbb212ddf248a2fba5b2d13136a36b957264fae39c54072e5f2c7429f2c3da64ecd843785868e994e4eec75ac28571e5f2a24c30198849	A construction site tearing apart a wall with graffiti	2	0	twenties	male	canada
8c2978de51ca4f5cf2dabdb73d9db032f03b8010f4494a8653bf298be334ee79350a21d3ffb37d4cc0ecf97d73fbbbf8007c3a1d1e6b139faeb4a6d5ef67482e	d1457eb7646de6c5748b10e70d33f178e2db2f52787e7d427ec873e7c67615a32b3c8173208f26e968b99a7ccb847172ab6dd74ea4adda0cb8c0277d70af7547	A smiling shirtless youth stands by a car with four surfboards	2	0	twenties	male	canada
8d471b8ed7b4c995d5b19a6d6396ce9b7e81374efaeb1481577948b6c34d62359a0ee3e26bb7991d5ce47015414a4dd6c77bfc51ba3592de058cfbda70542059	3e4dc1c4d99e674ea895df50d8f0d2de6fa631628fcfb7965d5753d1c0f7c8310a9ea6fab74543239d91229528f01505efd2b30824cfc668f199899900ada05a	Caesar salad does not belong on a pizza even if it is vegan.	2	1			
8d8472b8db96e52f3d43fbeaa9c0f304d82d69fb6b5ef5973e526ca449094ef5b182e22c27c451c77cd9c97230f791239d325e17bedbd3bc2939ae7429ee63b5	7f0fdda2f442336ef4c6d3e48daa1bba6b469b06278ea408a172804e10d00459ee9707705d259a76fac2844cabcf241ef050cdbc76daccbfc4567a7f293eff18	A boy in a red sweatshirt and New York Giants gloves is leaning on a large rock.	3	0			
8d8472b8db96e52f3d43fbeaa9c0f304d82d69fb6b5ef5973e526ca449094ef5b182e22c27c451c77cd9c97230f791239d325e17bedbd3bc2939ae7429ee63b5	b880caf92a8f4af58a2d421f1f2508134d4238f9b6372e7f6c1ae3ea4b105332ec03a6c3c26497a7bd0057ab6e3cd9b90ad86f2620b46d1804dd4482dca0982c	Four people are standing in front of a foreign language billboard.	2	0			
8d8472b8db96e52f3d43fbeaa9c0f304d82d69fb6b5ef5973e526ca449094ef5b182e22c27c451c77cd9c97230f791239d325e17bedbd3bc2939ae7429ee63b5	9e36bd191ea95f90cbda464980c0c8c37e11d365f9167374ef5a4674d45d050833b76255244b8361bae1742dd26ac01ab1b6166121f2f383451beb83c168da1d	White bird in water preparing to fly.	2	0			
8d8472b8db96e52f3d43fbeaa9c0f304d82d69fb6b5ef5973e526ca449094ef5b182e22c27c451c77cd9c97230f791239d325e17bedbd3bc2939ae7429ee63b5	bd85ee6fe4d8fe7336755eabf2012ca370f90f8b3636072633893d1dd6f2e30f1fb5e2891119effd1e36a3436fc428c85d032c53dfa760195e5ea3426d1e1e95	It shall be done!	2	0			
8eaf031bd93fe5f19ad7ed03554f72bb81bfbde8118389d42a5a5f469781c9c4994e8df5184ff52c11f729e27e5b37b28d3f289d40aac1de0c622b44dcb59799	30680d40120aa282c873284a05da34a38f60f1f85e9f42fb1eb4779b46a32ab1ce3f88ba875d8490035dcee1039227be4cfabc5dd92047b557eb7df96057cf2d	What have you done Kevin?	2	0	twenties	male	us
9034393e57c25ee7220c52454b17d41c0e75e096abcecc10421f6d21bdf58758e7574ac403d7415872976330817a42c75b6574e4c54fdbe6613e69d8fac7cc7d	328607fe31f7e85dabd075a2c4570b27cd4ea065c6fddbbdd31f756af10b66314ec38f83913b0f6aa061daef56fd1f4cd409f67f598c4b46c276e69439a68e0c	The colonel swiftly approached and loudly rapped the door.	2	0			
9469b6fba7185d6468bb2f68c920a629cee9bb1a10264348516fc58efb754f90f4867e8279df68c574944b59f9862e6e1ba722939d8cf56987930e3739bc08e7	dbd045663358bbc757f710ee4498cecfc442b662759a3cc8ec804ff36f682ab0db14522c786686a9862e421bc1764c2bbd010bdf24acd8ed8755f8c1f8f6cd8a	Since before cocky was an egg.	2	0	twenties	male	us
9f0cfa36803c8e105fd51b8c6816cc2555528fff233c28aeb485b5544df7d54660f884ed39414e39bea514fd15aff34370588d4afadc8095f2b389321eca921e	cb2bc72132247e2102b1dbf09bb11111f10384591b95e60eb6c3ddf80d5095d1b09017d6377d9301a6886f5f439d230c54e13789a329775ade39c053c44bf9ef	There were snickers from the background.	3	0			
9fa89aaa8afbc0b0307f895f2b2335fcd7aa5958eb6fd71d9cdd8ac47c19089266a9880a54e2aacc74a00acdfb2ea787a91a51e23a46ab8bbf8b92cc9078e970	7d73d90ef4117b0ad991f36b0fbac42475832ef0277e1b0093b030d2c30c5ce6a715ad06df060e275dd40c9281b6268b5b124674a12fd973925601b3385a955e	Better late thrive than never do well.	2	0	sixties	male	us
9fa89aaa8afbc0b0307f895f2b2335fcd7aa5958eb6fd71d9cdd8ac47c19089266a9880a54e2aacc74a00acdfb2ea787a91a51e23a46ab8bbf8b92cc9078e970	b590af0fdf62b6954d5fcbbdb8dfe190ce76958cd1a2ef21baa83ad403e24d350539133afa565dd1fd76ab532d8cbc125f11277a09f9598bb964031cd826ab4b	You are quite right.	2	0	sixties	male	us
a2262d1e7da3bc563d69bcdc1300ceda1febddb8912830f8bf9897ed9e2cb6c8e065f0aa1d5d8f5977471da501d67931939ad1b2a67110cb1d03bf006682ae80	5bcc99c6b095f0c5c498aff479e4b7f7131e146c022b434bb01c9dfeb19c5812048d68685c2bdcad4063dee4d8074498f199f411408441540e21885914c1ea37	Save a thief from the gallows and he will cut your throat	2	0			
a4f0a5044f0ca7dbb811211ba9b76b7b4732e55c976b53235fe19a3f414598ffa148e7eebd7f514b1542e574a24d44c9d568047626723cb4fa9a8e1341f04eee	dc9dc85c0248e8791b1639706ba607c0621b0405c4df91ef6cd404b3708c923f0afdcc6719d23154e7d392056657b1ddca9cb2e6f132afc073c5559d758d490a	I forgot my ticket on the train.	2	0			
a627b998f61a796877d67b99aa1a62ef3645296c4f29caeda1dc233092513a24d71291bfea5dde66d48fd9e04b8a97d5c5684f328a88290ec9ef7695230da6d8	b53d4756137ae8269aef20008ccf6fca5243fc01a7f8a00a7337853ba12bcd89d1f50852f2e099d25e4e30239ba38f8db2b1f9e66378af11e06cc1a9b860efd9	A little girl talking on a phone	2	0			
