filename,transcription
6e1feb9ae9f747769f5b70c2496f5c45643f6859285ebfb4158fac343acc1507770d70f7d5da6858ffc165439e4e6d53cac2baf1c7442514bd7eafe5bbaaaff3.npy,Find the schedule for Grand Canyon Trail.
02dfa9c20e1d01bfb1d46fd789115eb66573641483f23faf8da37b4a6a7adb1c77eea87aa6f5a9ee14bac2572abb2d2184a04126c279769affd3979b5c324da7.npy,book me and my grandparents a restaurant in Saint Helens South Dakota
fa79659bfd4a90e353a85904433630b76cd3508ad0386c98ebde97b33c076220315413b115a8b5379115f5ff2a7767a1c3ac5730652cda7bb5d2ea3ae896a208.npy,A man is roping a bull in a rodeo while others in cowboy hats watch.
3229c0ecf2b783ad2047cb3dd792638c93b3262c83496d6141fc99ebcc22c1671f44e609a98cdf471090594a7c3e6601c091cd664120073e8b2e3115c275b25d.npy,Two older people drinking coffee outside.
8a24840f87959046b6569ea21157e12a1b9b6cf75932112425764ecdb9c693cf72369d526584404ae55906dc4ec17bbb1db3de93141169fe3228a92672d38042.npy,That's what killed him.
1d65b8bea0a8e0646e0d1266879850ad57d67c2244ff9b33e8b3c41bf530a79e643f3a13c7f503a32860626ddde60b35726756d8997ea659732a750f32181dba.npy,Worse and worse
3246d4c6818e665de795826dcff23d15352eec5f2a58fcf19d628db62fed7da011b85613beea4bd6055a36a373042dfc38425e767b3d0a9b7aa6c610fbea9686.npy,The brown dog is jumping a hurdle over a yellow and black pole
d7517b02a7dad1c9e326c2238c37e33ea80dc78c7abe69a401fa2a592eb04f6ace0a277e4feb765f71bfade49dbaf043b02766ce3fb09ad99c42de9896a7f149.npy,A leashed dog is in the backyard of someone s home
07d8773d1a42183cff05757115cdf406401557645d717b20069d349807354434d2a64029600668d49321400d0616b81a863e73aebd0d2771f16a148e2eabdf17.npy,A young boy wearing blue pajamas and yellow glasses leaping into the air
b0ea7532157ce28c15285574bc1df6053fc4499aa418675a217fb2c3474b10b7e0eb8463dbbbcfadc8044df12c8a5584e1078cc5496d0d58a2075a3f60f1d3d9.npy,A large group of people inside a van
7f0fdda2f442336ef4c6d3e48daa1bba6b469b06278ea408a172804e10d00459ee9707705d259a76fac2844cabcf241ef050cdbc76daccbfc4567a7f293eff18.npy,A boy in a red sweatshirt and New York Giants gloves is leaning on a large rock.
9e36bd191ea95f90cbda464980c0c8c37e11d365f9167374ef5a4674d45d050833b76255244b8361bae1742dd26ac01ab1b6166121f2f383451beb83c168da1d.npy,White bird in water preparing to fly.
328607fe31f7e85dabd075a2c4570b27cd4ea065c6fddbbdd31f756af10b66314ec38f83913b0f6aa061daef56fd1f4cd409f67f598c4b46c276e69439a68e0c.npy,The colonel swiftly approached and loudly rapped the door.
dbd045663358bbc757f710ee4498cecfc442b662759a3cc8ec804ff36f682ab0db14522c786686a9862e421bc1764c2bbd010bdf24acd8ed8755f8c1f8f6cd8a.npy,Since before cocky was an egg.
cb2bc72132247e2102b1dbf09bb11111f10384591b95e60eb6c3ddf80d5095d1b09017d6377d9301a6886f5f439d230c54e13789a329775ade39c053c44bf9ef.npy,There were snickers from the background.
7d73d90ef4117b0ad991f36b0fbac42475832ef0277e1b0093b030d2c30c5ce6a715ad06df060e275dd40c9281b6268b5b124674a12fd973925601b3385a955e.npy,Better late thrive than never do well.
b590af0fdf62b6954d5fcbbdb8dfe190ce76958cd1a2ef21baa83ad403e24d350539133afa565dd1fd76ab532d8cbc125f11277a09f9598bb964031cd826ab4b.npy,You are quite right.
5b997d9015f81501eaa4300b0ba153d10ade99fc16d2567e9c07b392d945cd4cf74de92dcd754c8adec5afe2fecc70d7a854713eb21e657f4ce6a17c8fb82d49.npy,A woman in a bathing suit stands in a swimming pool with three little boys two of which are wearing water wings
624e219c019819dfc92dc20fe16948dd8eef71e04f908664fc590323e530a7a708d4d3bf1c11c9245edf38ad45821f835dd57600077e44dfa6ca5804bf1dbb6a.npy,A young Hispanic girl is cutting up some artwork that she has drawn
31e1bcc4aa6506810756e047bb020d247e2b686079dcbc50aa86c8dacec51c8663fb1c3be4c22609105afba9da2697c7e4606a79a0894570661ff22162f91e94.npy,A family of three vacationing in the states decided to go to a market
15d4a402f385b41a3b0d4c4d2610012256c74f7616b3c3d71c48532894304db4eedfdbfee1762b9c4be943b57175b9e028483a95e2f3a9914d8e8f81e735b5e2.npy,A dog on a leash sits alone on a city step with a bottled drink and a book next to it
689eaadc6d806e6d158068d111a0fb45b75925023dd6e3e300ea77dd4b3f05218efe0a3d7dbb3465909f03ee2bb7831c0702db56885ce7d988b9dc71e98d98c2.npy,Something happens here you'll have to remember later on.
1374ff1060f46bf90ff2a8c9b4e5cc8112f8c43ae40a6b66de7608773dc9602f19caf12cb795e3f974c2c424b7af8c87916ae204d0742a89f561a90d6131de98.npy,Strike while the iron is hot Make hay while the sun shines.
4e3d3993f3516592028e5432b9b2212df570283f020a6f3b030595b2d1b8d9f5090df817c86fa43ed1dfa74dad5c0fbc290f6a84034213d8c64884bf22cc4bdc.npy,I seem to remember just wearing a t-shirt and jeans.
9ab314462537300fa3d483393a98b8fa97485689719ab1480984141864b7d0969272d7b9c5adca1c9d6c23aae3a00ed5fe688eebc69320ac7aaf1d5286904dbc.npy,A busy street with a taxi sitting next to a orange streetcone
d856f675d5bb75a9807ec6ffea3e537a906bda7726428daa638950e5527df80a08693778e23c11d186f470d04432a031e42d3ec982e9c705cbb5cfa843222add.npy,Wisdom is knowledge used for good.
a4b74c66f950abdee549f399b5f0f9bec0d694f146dc6fc59e3f182133b4f82afe740dae95339ae3e19c16a033f26db2397d5674d3b95b48d17fa8fe914ebcb9.npy,Find the creative work Brilliant! Tragic!
1db815e5aa493a09c3bfe32dfb578c4f99e8b0b8b2fb141159b99a4706c195258ff875b3e5d1dd96101d2994e88d65619e0070680201f231b3941fecafc7f5a8.npy,Mrs Brickman wants to know why her rating score is so terribly low.
48dc25937aab4ba02423d4c4390f0875ff10adb76a87a73e9735c7a47d334c930050a8ede8e108ec5ec233871096aa002a3b0b651cc23db665a48e3c2d0cd642.npy,a girl paints the road
67a0665e7819d7e2a1da220d8c47d78ea9d3f06085f3ba6fe0deea489c65d674f748fc86fe4670373ce8801219f5e9dd4a2d2bf8d114094d3006973b9da86da5.npy,A man sitting at a food and drink kiosk
4fe2db8b3af474f8f4036d3e2c726164c76f942074dcef346f3686b0f58dabc33f42965127b9bc58a94c543b2f31abf2e321876741e012dcc5759ed41088e60f.npy,A young football team is on the field chasing a player from the other team who has the ball while the referee looks on
7f07ffc973ae4b1f972497538bbc0e02545e56404c43d5fbc7eafa0ff30b6b9d83335d3dd76ef89c6be23949c763da615eadfaad89548ad7d0ed6f7d0b0b88be.npy,A man sits outside at a wooden table and reads a book while ducks eat in the foreground
d994e425d932477783a3964bee6041b3610797dafd09009d411a6a861eb0a789576814cedca4da83534248353b89273d9b4383cfdddbd57577a7035fb7119db4.npy,a bad neighbor hood were there is vandalism on the buildings
c331d05669964f8926945061e59afad100a4a18b6a7a924e4f467080fd4c5222b4d995864955111841b4cb38f076c9ff7a2c05bb49463646e22df792fe464071.npy,A little boy is wearing a climbing harness and a blue helmet
09c2dd072c0498edd0aacac775888e6be500f58923bb484d7ee27c47c5cf6f0d8841f18f823b36c822d63b7d59770d61a8f58433c6d453f155290aefcff68c81.npy,Man sitting on milk crate plays guitar on sidewalk
02619e735ac1c8dc292d11e7df2f2ad0048f3d7e710e12f856955335fe95d8ee02af5e281a902889693b4b2fd94cb6b106caa0831ad81daa99253652ed6d85f9.npy,People riding mopeds down the street
23f686f99e594a80ec2516f4a2db1badf1d8fc31eee7c1cc6babe3cc078ef5d29ef85bc9bafea31ea904d77a157717dbdd395d964313ca98821dc96eb70e8995.npy,People are commuting around a busy city intersection
0ea76be18567411db2773e619f5c4aad73eda437220f411a8adc657d512c9bdb53153152554d50037817424a419c6c4e7424f0195b3f4e2eb1ee3e1ebfe382fc.npy,A boy in a blue shirt is mountain biking on a track and catching air.
3fe4905f9df65790e9af330d15ca22522c0c2986166d677bea40a355d66ca39149808698fa6656c2e80aa5300bd1e3f1b790cb963bfbf75b5d73998ba301e15a.npy,Several people watch a presentation on stage with varying degrees of interest.
c86912c68f46f009e02379b8cf6062795f242882206ef9b645551e7d25632b5776afcedaa040bca8401cbe1020b295d07d070325fc82bd04709762087b9fbf0b.npy,Guy making a basketball shot with onlookers watching.
ebd07149b93bd21b59a7dd14a896e60be7765cffa4ae160c4c20b253281442a36befd793c894b9c0e9c5af6d034ac26b0cac1a10ea7068aadcd3c481bf62d28b.npy,A man sitting on a chain with prints in his hands and his fingers to his mouth.
f210d4d91bbaf307e177518d97360dc7a04144f6cf6b202f400166cb8ce4e0e7c3d71e8cd93bc5ee5da9d145d7e13afee82293ffde59f3b6ebc8a197c6279610.npy,one person wearing a backpack sitting on the side of a rocky mountain.
8f666eda3b083beb087108991ce8a300f620e09a9b4dc8776db7c5dd583f3c2e66a984d7ff4713270105d14bf91d34ab6f30bdc96b0bee8425bba7516d9b04e6.npy,A city breakdancer starts to spin.
bd126888203e983923809c19209a75bbae33f3f128e090692596d5338fcf82a175538016c03d056660ba516dc5779227a58778ff7ddc8ae69c9aa8a2ec49e92f.npy,A sky jumper falls toward the sea and the earth.
90c41995de3c9aa1657820614a2ffc943494e8922d5108382444ce282b8dfd25d143094dbcc218ef9dd8a11d5dba815e57541d340550e6265ba43110baf9407c.npy,A guy tries to climb a stone cliff while his friend helps him.
c729f28d31c1bd03a03a7801c9ae5de61bc78991eb8a9b86274a89f0f89c2c04f67b1f45f65ce388de691ec5c62eff7756752eb0eca526525cfd24dd005a77f3.npy,"A construction worker is carrying two by fours, in front of a recently constructed wooden wall."
b8c0ab6d8fc1c9829a5f2351ffb743a470016c09746da68ace6baf48d0628e9cdcdb12aab37d94a49b12629be5490301b195c2d28717a4eb40fdfee57c9e99db.npy,A motorcyclist races around a track.
61ce3e715f876aaf9a84e8767e1fa95af5e33527518413cdb8b6a8988b975428543bdc0b097d75544bcf49e249910ebf744701941013a21c421c9b1bbdb0d4de.npy,man making an announcement at a library
981aa54a919ce0f74f848d68fc123514d07c6547812e664da9dbd67778e2b39ed208f1ff0b9c49cf9191d30a03431661ee7c66a687afd343f6f491ecc35c3eab.npy,Teen grinding a bench on a skateboard
238710ef491e792cb4561b0e3dbe0d9d31fa159a1d2460b39e33d434ec731e74ab42fea37dc7e219473587c82c20a9aac0672b79c6d9381e7be46662ebb632af.npy,The little boy rides his bicycle in a race.
03221d7886b7353675b9eff9d13482340abf23eb28df3bf3b95355c9cf025b64b45ad2b91c77effe5ce365d3eec360883ccd377e49cdefbb81512ec86ee7040a.npy,A chubby faced boy with sunglasses.
4cf395ef2ff370e1dc54410e663785d2a60c2df4cc89aeec4a3a6556281bf731a81f9e65991c38c1c760676c9e70e6af82cd446db0b353663a951da394b454b0.npy,A man and a woman is dancing together
c49d1e05fda412d39293664b87bea74c969050235eec207ae483224140351e8951c9de4af0eb4c983d1fd54c00b745f03a0a916dc30a25aca1712132ead1dcf5.npy,"If you follow these basic techniques, the biggest problem that remains is misrecognized words."
e8098a6aaffa2bffd7070293062fb48e32026b06e187881a0652a6b523ef1be013cef9e021fd1797a22c07a726f89d1716e0a2a676c1cb534baf0678ecccb2f0.npy,Do you prefer your eggs boiled or fried?
e0b43f967ce15123b90136c3a357a43d4dd09c571b663596ba60d58e25cbcaffa9e17f3d317a7e8e616e85de48667f9bceecc76d370d5e535f907d84edd21e21.npy,The twenty-eigtheen Olympics will be in Pyeongchang.
dee2049af54bb01b3a953e823062b19acd3a9ac5a7a3dda3e7ebfe4aa730063456c2629490979479de907fc07b65f628f8f105dbfdd12b5ad46175afcae1e6b3.npy,A man in a green kilt is relaxing on the sofa.
457e78b04023858e6e287daf6c2555d97267bd8a3e97b7d6fa29db5458875b3d8eaddeaf642a6483f991edb1e53f64bdd13c16f78b82334ea1808ba258da2748.npy,A baby is deeply asleep at the person 's back.
dbd5b8838ca19da0834643b191b2f6e082469dccf30dcfef370420afed90df3876f65710c0c3d1c40fd39229d79b080d241cffb9af0f17038f460e4e15429003.npy,"A girl in a red jacket, surrounded by people."
75b2d69532e7c8a03e8a9d92f481b5ace85a39f3f34a09d398513fc3e91fe8710e9e4e6dcbb936479792f7a17a046c68e56f20f759fd5f11ad0e68e8e14140e9.npy,A family getting ready to eat a large meal.
e6883e6917ea214ea0f564cbc92cee9dc2528f380b70dcf8cd482181084d01971c9e6be678b6769aa9ef08db7b5c4e73245b147ae3d687f39038cfd856a917c5.npy,A man wearing a red striped shirt reaches for a plate of food while others wait.
c79beea45a5cc44bd43507b884d2a095466901a0d6bfa40be1cc6222b62d4b81b7726c53c83092e43f4ef6ba7010b00eca4fc769651f61c1fb50e1605dc96251.npy,a climber is between two large red rocks.
f2060d121c9ed3f7e657fdc86cca515840caf53b731faa2e70f1720378d44ad7e9135e27b9e7b794c48175ac6b6d5beddb71607e263432aa19b52cecd08d2f1a.npy,A Child runs through a fountain.
867dbd0143e8e8bbdafeb031d6dcc66fbee9bb4ffe295a60b1b2429d01afd6505fa558fc7de629477449c7c96c6b413c8357c1702be742f9ffd3c6ca8ffe7d29.npy,People are running a race in a park.
557713eb35ce0adf53ae398b05d2d38558c5af230a763cb4cfdd07e6797c1f484e7f3a25ef4b63562774de901b5d010f96219943443a2cb4efc1f09a6b88c38b.npy,Especially so when dealing with unusual words.
a01f5097a839a0f82f205c28d24d0468721415a1211b507febf51f1d52e680c7ccd45152587dd9d2d7c27114e137f22e36fa11c214d28e9596094b7099477dcd.npy,"I got used to the bright red lights, but I'm happy to not have those blaring at me all the time anymore."
5a4940986d831db594105d86dc295deeb3914818cb99af893b8ae57c6257a05434ad935f6cd5523bc8e7a71d25d094177a16c6ecb62b623d0a8fed68dc42eb27.npy,Nobody's intending to build a wall.
b7c7bd2715fbf967661d57a190c544ab007c4882ad6b5fdfcfe937d23042bbd7776b6a9b3e599290a6cc41e468a47433bb375d6e7feb56e44dcaf86779adae2d.npy,Look for a painting of Amusement Parks U.S.A.
338ac8982f86780d23b070a1ac63e53d1e136261b660c4ed631619d521f97f926d92195e409af641a2e65226bfc6d6cc15cc6b3fa6c97c2664a6807a6a756eec.npy,Three girls in pink are playing hula hoops with a woman.
3fb2f1e4cd7fca447507e34d799df1c5b9b30d6901b63ae6ce131f15650db330f93891811079cc4e8ea71780cd7d808377a83e6da8948320fa37ec281af87db9.npy,A woman far away from a city harvesting crops.
5f24105815305de16debd15d7b0dfbb8b7c837f1bece0eed9d00888329bfc14526f8df5546aed78db6489faa5605abff6e343de8df547921a49e4ea183b24dd2.npy,A person is standing on jagged rocks above the water below.
93ed0d19f4fbb058a8c36a7dc19f3ce3cdbf0879a1aeac8f7451f56a79a09901868ae69c7100ae4168664c80e6dac83f1ce6b4f85b467b0ac67659a36e1f9eb9.npy,A man performs a waterskiing stunt.
04d2d6790f968c009805a35c81c263364318426c0e558495e0ba6834abc49a13e795dfeb1d5ed3b720ed7e52c5c7a51ae286e29680bbda517e12ca150d85a360.npy,Three men in restaurant employee attire sitting on a cement bench.
a3a85940a9b31635caa080b27365a2c7dc593950d4a99fc8e87687c0302b63a22b1119200a1174df7652a1dde6982d077fbc25f3a399adf3e893140517a49961.npy,A man is swinging a paddle at a unique ballgame.
0cb380b22d08b4cc07a3e29ff0b0e4ca531bee21dad312f07cbefa75adcbe40ad5b0ee4e4ef1755e77fd5698494d7ca77cc3e1723b063098da3ebde153beea8d.npy,Man with green shirt holds up a small child at a playpen area.
2dc79a5409edf74317b641ff5b990bf57e5a7f510a1d5ece873fea47574d4329e66c37ae8304a23849ce982d0c696078b4dcb959fe87cbd1c147c715285c14e1.npy,Bit is the short term for binary digit.
efab7ea5df5f1f8b5700ae80ab14dbd02ba9404824fc58f1aeae1dff5e6ae371877a1457918cd53e8cd76a97e85e9d01615565697ec30a8b364bfab4cb339d1a.npy,Forever and a day
cf9a2c340d48379f5ab775ea728277f13a3f1ee58d9b926c1d6fbb11e93796a40e5fb7f73253a1a36c291b00b34fc65054f34d85bc4af16c84cc04102c990eeb.npy,Marx and Engels have analyzed and criticized capitalism.
bd328a728680af7dcf289ae9cc6a343e5039477a2ebed72d877576e067c49d68ab15b748ffaad5af602f93b58adab65c7fa3e29a5823db691003663b69e065fb.npy,A man in a vest stands near a taxi cab.
83414d836bbd5f8a81808246c371f7b754a28fa7c30d195aa110338853579292f290f82a23a27a450a470bd0ef1f14047b0bc5bbdb0124e7104500137bddbdc4.npy,"A girl playing softball, taking a swing."
1f2398e654618e011c4b80a41f5e095c4222bb94cda3c702ab902bc3fa036801868440b16118d439b7766aaa35dc72ed2458733eaec0a1433680aef50069e7b7.npy,One young girl dressed in pink is brushing an animal.
91f0395266fdebc23ca8a9bb862bb0fc02495658c20cfcda7eda27e1f7e98add71596f539583aab4dab8ad79dae0d7fc4d681816b698145eca3d4c11c826e904.npy,A display of bears is out on the street.
665c84e2a5715953bc7d5671c32c8daa48f0609ccac9e68450b71599a23347ad362a163c309968eeb640a683996d1a4a3a74f88e4cc8194352c26eee2c35fae5.npy,a woman and a dog both with the butts turned towards the camera
81b1a0b688b9b6ccf9ce106fb484f13a78e2a3296dd123f1429d7f0ec645fe2750fb34f2cfb63eae118cbfc4d53e6a6727800001e44efb37b3b5323ad894021d.npy,A guy with glasses is working on a computer in his office.
09fce1afcb064fe4f29347d16dc986f1f38a6fc2eff95eb57a7019a2490d1094e7a91f3906fe581e379ccb99eb7d89733635ccb9aed9fa51fc63ae451451b64c.npy,A man contemplates his papers on the corner with a black suitcase by his side.
fa6e2b30e7a9edc2f8a4a7903b81ab0594bf6d4cbcd47f7d8021c13a0916284162e76be78835563dc2c073552b1c965434d67ae5a33896121612287e15f89304.npy,A young boy is on the back of another person whom is wearing a hat.
21673539889eb07dc689c41bd55fd611cce1eced0f509af2c1b6639f5366ae47c4ce44769a957455b3320b580f034d21e684114206de1e8ce07e4bc73c208499.npy,Two people are together and one of them is using a microphone.
fbaa4cb58d9165c109de12eaa5c479c3a281a4cad171c6d4e99e05a7fdf41421175647b2863b4547b6e1a5e9828c78e242e7d98349d5200c4deedcbc2bc8d337.npy,add this tune to my New Noise playlist
6e30babdbaa0507eda66af9ad860f9cd29c13b2fbe52e27b1d8bbfac73031d70430947f383be83992f1327457ed0a0e965154e4681c85968bf783b3f6783d3f1.npy,Young kids are playing in the snow.
7467d4b0f30bb6d06473bad999b2fda360126ea5aaf132bb0c9c34c120e7a87e81fc90ef7c873affc4f55642682da67446c312046c61a254e6fe274e5eaf3e76.npy,Couple dances while a band plays with red lights and fog.
e613db59628d5a58d87c7cc839d3b666db65e7eb1978c4cab56db78219ca8944063afa4596c2c7afb8e31ffd26cb67e7e5fb16fc66d47996019bce15b95c9af8.npy,A male teenager rides his skateboard onto a large rock.
45634c3bb74587a3e726dfddeb8d436e3705a5980e1298b98dbed6c4b88734639d9a8da4fd03e02d33a50193fb5431216d2e0650ce5194455a5a798a51628562.npy,Two people sit on a bench and watch a boat on the water.
1a4b8debfe796efbc6514419de6af436541973aa9f8f54dd55ad28bbe75bffb752351fdc45a0f8bb220dcc8f6694b84137f6eef36bf3a81716d0a2197756bea1.npy,"Of course, you can help them carry the boxes."
073b2fa4547816fd6af640d779fe2dff8d83552e8c53666e064bd5cf55d5997dea79276581f2ac2f60d5341c1a0c101007e6699e34de39aa30866802a83862ca.npy,Add Sam Moran music to my tgif playlist
10f9768918681e0e2774b8dcea433e55ab0a46aab76453b1711e3d7a8383aadfc28fbac24577b0b2ea360b89aa0c24c9693a1ca5882606a125f6f8a129eed8d7.npy,"And the cold, dry air is very refreshing."
7bdcebffe5e5c7631935ba42f1f32abd2c761743ae3efbaddbe0d8e3495b9f0c40c07d23188bd0735ba24a5bf4ef5539ad54c3dbb71a63a66d8148592146548f.npy,"For a site titled Hands-Free Coding, I haven't written much about How To Actually Write The Code."
a457b500f225c135f84b591cfbeaa266d1158966ff15b1a7ce036ed0d62843b747775358f9f5e21c4fba67c44d99e0be0efe1c0564f6cce086737c33683467be.npy,Rising up late in the morning she gave a big stretch to start the day.
e2b404ccc464d4cbf9b9fe0fd84308afefff43cfc99fb1a14af7cb0ea493530e67c5619a27bf8788ba5ed425de7ab66340d78da42aa0507411398b8f6fdb0616.npy,Find the movie schedule at IMassachusettsX Corporation.
7443f59a6cbd2e3bbab50909374e7dabbeee13be23a4834f20d0fa5d5b8f348483413c40aaf88c986503b26fdd7a2389389c6d94eea69bf6b17a65d2d9e49816.npy,This is a red and white sports car going down a dirt road.
13a0ba396ed171a93d5a3493c1974b246aa62de045ac3d417b0b815d4ea1b1c6725cd01df3ca9786c40685f15ecaf8a50d8c3b58b5a07aae071698273d5b6017.npy,The young gymnast 's supple body soars above the balance beam.
55e526f811865506b4e76a56f7e77d9b267beb37488b16173b67e0b05a2e6d9f205e5bcc087349d7cf860d9b62111cc3fe4b0277435f8224d43b91898788d6fd.npy,A young soccer boy crying in the soccer field
f284dd6c780ea6c698c3bbaa6a95bdf3d9b32dcf924fde7d0d6699978b972187582fd1a3526968a1b7760576afef071343c26c9d5eb5f92ff72ef192545cba51.npy,A white dog is standing on a grassy hillside.
b508c750079da8ff284201d1461a2197f8ae46d159d314e30cd3830937aa1f223a677bc1e235b7fc17781239d9bb0963a245d747a128a9477acd11d7273bad25.npy,There is no fighting against fate.
848f8ea108d795c7f5a129c1246dfbb0982ed8ea88f6f84102f13043da3b77167a3a4dc8b58b50f9065ea25a3a6ebf7623eeb55b531c2e7924c241e5a90af89c.npy,Find the movie times at Bow Tie Cinemas.
9fb2a1ac6d53427605e2b75eead3f8ea62b431d5c429008819a18c126f2bee5758c74393f3b2e66326707d2fff7bfefee570d5e34b00be19985dff323469a3e5.npy,Knowledge is power
fff2ea4da67d9b594fee5335252c30d3c92aaf391cc1b0ef5252fa9a28c535b032a9bf1255e381ed042456e04573f7be0a952eff3711737eec091fc46ef7eda2.npy,Caesar salad does not belong on a pizza even it it is vegan.
088768ba31a58f2863774e2bec0ddb2387c3c765d788e3375bd770103d36ac65ff1630a4607c8aae307dcdc9875df3e1d670432166181b763ca973831fd2e8e0.npy,The loss exposed the city to foreign attackers.
2e30c4b048c4300ce9ae93fbad3de330b413db8e69cced8c661c9e2bdc64a19080c061792fae53f8e2383d6242e575136101df7ad5b1156b9863422172ecbb8a.npy,The album unexpectedly tops the sales chart this Christmas.
3300c9394f7160c29af362ebb9f59a4b12644d752422b215bcbf1ccdda174a54971b875fa26428fd6a96a18ce7e9f6dceb49f7574e88b5187aeaa2a63b64b368.npy,A man in an orange shirt is standing by a sidewalk.
5dced7bd0fb7dc11b5b213cca590ee41e82dd0577470c8f7cc544ff38867006df687c59dd08f653445141eb508bc469df075608bc02d20a4e44f20ee47a829c8.npy,A baseball player is running to base.
b2ada33a891a6636883ea3a995e0299c51acfd0a2f9db59844d85f57546f91f1e2e8d934094084b4c863a2ef918366c0faa63750dce68c2635d23f1578ba387d.npy,The orchestra has its debut today.
4a009d22a3acd1e1e309545e17d25c532f6997703281d1a14f82d45a24017538a79a638a2387ac867395fde3609be905b2f517a4ce8fdb920189c8d18ef15100.npy,"Add the Beatles tune Yesterday to my playlist, The Southern Highway Chronicles"
2cea2c1640c8181336d87a9e10b2d20cb1a59a9e619f75b85fb9d529d462ec50d8883f33e30998fafcf452a814e0bf60bd6c481cc7f5305c80d0d04058afef68.npy,Can you search Never Turn Your Back on a Friend show?
38c51c1af160d8fb790cd1a2c2eba053c6c38a820990f3e6c80be65712a4957af0356e4e327a3dec225366a7ab8c17562b74331d31f76faa1810ecc50f638eb4.npy,A lone hiker with walking stick descending a stony stairway in remote countryside.
07e359b31df702d9af17aa529c9cdfe19c98b12de73ddf057de258b80a45f46a5829bb32c6ab6c8fa515268b4135cc0c1e863f1e7f2c4a7c5154d7ad3e762181.npy,A child jumping into a lake in a wooded area while another child plays on the shore.
8a01efad3a3b56301d6be6647150407f2485cb8ab99bdc4f03fbf2db91fc16eb442af3c0a7ddd49010f3822e0664eb757d7b03715c14989ee3e03629d51d79bc.npy,"Two Indian Girls In Colorful Outfits Are Dancing, In a Duet."
d24db89710cce1c49b22ed1e576c9f02b8f7284dc45c15a93ba7bdc6f7e2cdcac7372f281fc3378d137f339885bd317e95796dc0bb15488270e35b23edaf85c2.npy,A person standing on a platform attached to a tree.
8bc3dacff81a1b84e99b847bbc6d7a86cb4ef0148766b3e2224903c964e3f6bc2db65f699cae6d7f9eebaa9442d19b029f54030aa1dac4ae62b52552b2403c4a.npy,A skateboarder is jumping from a ramp.
42c6d81113b4e5caea416bd2812bbb23411730d7db73f5bc3efcdb431be0aec73b45357265a6ed6392d60b53db96f8c55fb2777a34f6f9d7d826b5ee6c728d19.npy,The hinge on the door creaked with old age.
9e8c9602130915564c565b524f7dea467ef6761c5eddca006b608894b159e9caaf2871076bff9e5e3a3e4beb88bf1e467f5fe63452b2e22d341dfad66ad4e710.npy,Two young boys playing lacrosse run for the lacrosse ball.
